PHARMACOLOGICAL_CLASS,DRUG_NAME,GENERIC_NAME,COMBINED_NAME,BENEFICIARY_COUNT,PRESCRIBER_COUNT,TOTAL_CLAIM_COUNT, TOTAL_DRUG_COST 
VACCINES,RECOMBIVAX HB,HEPATITIS B VIRUS VACCINE/PF,RECOMBIVAX HB : HEPATITIS B VIRUS VACCINE/PF,318,281,478,37539
ANTIANGINALS,RECTIV,NITROGLYCERIN,RECTIV : NITROGLYCERIN,2729,2224,3751,1545919
"ANTIACNE AGENTS,TOPICAL",REFISSA,TRETINOIN/EMOLLIENT BASE,REFISSA : TRETINOIN/EMOLLIENT BASE,15,13,18,2037
PARASYMPATHOMIMETICS (CHOLINERGICS),REGLAN,METOCLOPRAMIDE HCL,REGLAN : METOCLOPRAMIDE HCL,168,177,524,120194
"DERMATOLOGICALS,TOPICAL OTHER",REGRANEX,BECAPLERMIN,REGRANEX : BECAPLERMIN,777,602,1050,975407
"COLD REMEDIES,OTHER",RELAGESIC,ACETAMINOPHEN/PHENYLTOLX CIT,RELAGESIC : ACETAMINOPHEN/PHENYLTOLX CIT,467,269,546,13867
ANTIVIRALS,RELENZA,ZANAMIVIR,RELENZA : ZANAMIVIR,560,356,652,43587
MEDICAL SUPPLY,RELION PEN NEEDLES,"NEEDLES, INSULIN DISPOSABLE","RELION PEN NEEDLES : NEEDLES, INSULIN DISPOSABLE",2817,2692,4643,93628
GASTRIC MEDICATIONS/PPI,RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM : RABEPRAZOLE SODIUM,22749,18729,27996,6239638
"VITAMIN COMBINATIONS,OTHER",RELNATE DHA,PNV 11-IRON FUM-FOLIC ACID-OM3,RELNATE DHA : PNV 11-IRON FUM-FOLIC ACID-OM3,41,31,97,7116
ANTIMIGRAINE AGENTS,RELPAX,ELETRIPTAN HBR,RELPAX : ELETRIPTAN HBR,13891,12996,53923,18712160
ANTIDEPRESSANTS/SSRI,PAXIL,PAROXETINE HCL,PAXIL : PAROXETINE HCL,1260,1362,5638,1067292
EMOLLIENTS,REMEVEN,UREA,REMEVEN : UREA,479,406,801,31212
IMMUNE SUPPRESSANTS,REMICADE,INFLIXIMAB,REMICADE : INFLIXIMAB,2158,1177,10327,42902833
"CARDIOVASCULAR AGENTS,OTHER",REMODULIN,TREPROSTINIL SODIUM,REMODULIN : TREPROSTINIL SODIUM,29,27,196,4473861
"VITAMIN COMBINATIONS,OTHER",RENA-VITE RX,VIT B CMPLX 3/FA/VIT C/BIOTIN,RENA-VITE RX : VIT B CMPLX 3/FA/VIT C/BIOTIN,897,873,3147,50248
IRRIGATION SOLUTIONS,RENACIDIN,CITRIC ACID/G-LACTONE/MAG CARB,RENACIDIN : CITRIC ACID/G-LACTONE/MAG CARB,406,390,949,72115
"GENITO-URINARY AGENTS,OTHER",RENAGEL,SEVELAMER HCL,RENAGEL : SEVELAMER HCL,20284,14301,68034,50326392
"VITAMIN COMBINATIONS,OTHER",RENAL CAPS,FOLIC ACID/VITAMIN B COMP W-C,RENAL CAPS : FOLIC ACID/VITAMIN B COMP W-C,10912,2285,66851,272599
"VITAMIN COMBINATIONS,OTHER",RENO CAPS,FOLIC ACID/VITAMIN B COMP W-C,RENO CAPS : FOLIC ACID/VITAMIN B COMP W-C,4431,1379,12738,64629
"ANTIACNE AGENTS,TOPICAL",RENOVA,TRETINOIN/EMOLLIENT BASE,RENOVA : TRETINOIN/EMOLLIENT BASE,143,144,237,53674
"ANTIACNE AGENTS,TOPICAL",RENOVA PUMP,TRETINOIN/EMOLLIENT BASE,RENOVA PUMP : TRETINOIN/EMOLLIENT BASE,13,13,26,5917
"GENITO-URINARY AGENTS,OTHER",RENVELA,SEVELAMER CARBONATE,RENVELA : SEVELAMER CARBONATE,184164,46222,939717,728687913
"ORAL HYPOGLYCEMIC AGENTS,ORAL",REPAGLINIDE,REPAGLINIDE,REPAGLINIDE : REPAGLINIDE,39463,23538,96864,34134105
OPIOID ANALGESICS,REPREXAIN,HYDROCODONE/IBUPROFEN,REPREXAIN : HYDROCODONE/IBUPROFEN,666,601,1894,554705
MISCELLANEOUS AGENTS,REQ49+,"MV, MIN CMB#16/FA/LUTEIN/LYCOP","REQ49+ : MV, MIN CMB#16/FA/LUTEIN/LYCOP",NaN,NaN,15,829
ANTIPARKINSON AGENTS,REQUIP,ROPINIROLE HCL,REQUIP : ROPINIROLE HCL,996,1143,5123,1755308
ANTIPARKINSON AGENTS,REQUIP XL,ROPINIROLE HCL,REQUIP XL : ROPINIROLE HCL,2228,1960,11377,3794034
ANTIVIRALS,RESCRIPTOR,DELAVIRDINE MESYLATE,RESCRIPTOR : DELAVIRDINE MESYLATE,81,88,712,251699
"ANTIGLAUCOMA,OTHER",RESCULA,UNOPROSTONE ISOPROPYL,RESCULA : UNOPROSTONE ISOPROPYL,978,595,2278,289777
"ANTIHYPERTENSIVES,OTHER",RESERPINE,RESERPINE,RESERPINE : RESERPINE,108,103,213,10064
"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",RESTASIS,CYCLOSPORINE,RESTASIS : CYCLOSPORINE,463326,80560,1337935,470905008
BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,RESTORIL,TEMAZEPAM,RESTORIL : TEMAZEPAM,973,961,2946,1199774
"ANTIACNE AGENTS,TOPICAL",RETIN-A,TRETINOIN,RETIN-A : TRETINOIN,7503,2967,13402,659742
"ANTIACNE AGENTS,TOPICAL",RETIN-A MICRO,TRETINOIN MICROSPHERES,RETIN-A MICRO : TRETINOIN MICROSPHERES,1794,1587,3058,1354850
"ANTIACNE AGENTS,TOPICAL",RETIN-A MICRO PUMP,TRETINOIN MICROSPHERES,RETIN-A MICRO PUMP : TRETINOIN MICROSPHERES,636,571,991,569248
ANTIVIRALS,RETROVIR,ZIDOVUDINE,RETROVIR : ZIDOVUDINE,12,11,43,14928
"ANTIHYPERTENSIVES,OTHER",REVATIO,SILDENAFIL CITRATE,REVATIO : SILDENAFIL CITRATE,3050,2568,13917,34303146
OPIOID ANTAGONIST ANALGESICS,REVIA,NALTREXONE HCL,REVIA : NALTREXONE HCL,NaN,NaN,16,3766
"IMMUNOLOGICAL AGENTS,OTHER",REVLIMID,LENALIDOMIDE,REVLIMID : LENALIDOMIDE,24637,8888,153782,1349964592
ANTIVIRALS,REYATAZ,ATAZANAVIR SULFATE,REYATAZ : ATAZANAVIR SULFATE,28741,10356,246377,284505051
OPIOID ANALGESICS,REZIRA,P-EPHED HCL/HYDROCODONE,REZIRA : P-EPHED HCL/HYDROCODONE,92,71,110,11617
"ANTINEOPLASTICS,ANTIMETABOLITES",RHEUMATREX,METHOTREXATE SODIUM,RHEUMATREX : METHOTREXATE SODIUM,139,135,410,131523
GLUCOCORTICOIDS,RHINOCORT AQUA,BUDESONIDE,RHINOCORT AQUA : BUDESONIDE,10936,10544,31386,5878399
"COLD REMEDIES,OTHER",RHINOFLEX-650,ACETAMINOPHEN/PHENYLTOLX CIT,RHINOFLEX-650 : ACETAMINOPHEN/PHENYLTOLX CIT,71,64,169,5931
IMMUNOGLOBULINS,RHOGAM ULTRA-FILTERED PLUS,RHO(D) IMMUNE GLOBULIN,RHOGAM ULTRA-FILTERED PLUS : RHO(D) IMMUNE GLOBULIN,14,14,14,1646
ANTIVIRALS,RIBAPAK,RIBAVIRIN,RIBAPAK : RIBAVIRIN,2860,1657,10850,10804496
ANTIVIRALS,RIBASPHERE,RIBAVIRIN,RIBASPHERE : RIBAVIRIN,3368,1958,12673,2813835
ANTIVIRALS,RIBAVIRIN,RIBAVIRIN,RIBAVIRIN : RIBAVIRIN,5586,3408,20887,4630345
"GOLD COMPOUNDS,ANTIRHEUMATIC",RIDAURA,AURANOFIN,RIDAURA : AURANOFIN,384,332,1839,2184596
"ANTIBIOTICS, ANTITUBERCULARS",RIFADIN,RIFAMPIN,RIFADIN : RIFAMPIN,24,29,48,16809
"ANTIBIOTICS, ANTITUBERCULARS",RIFAMATE,RIFAMPIN/ISONIAZID,RIFAMATE : RIFAMPIN/ISONIAZID,23,22,58,17571
"ANTIBIOTICS, ANTITUBERCULARS",RIFAMPIN,RIFAMPIN,RIFAMPIN : RIFAMPIN,41040,26826,94864,6425270
"CNS MEDICATIONS,OTHER",RILUTEK,RILUZOLE,RILUTEK : RILUZOLE,2996,2054,13665,24089884
"CNS MEDICATIONS,OTHER",RILUZOLE,RILUZOLE,RILUZOLE : RILUZOLE,2116,1399,6262,4835519
ANTIVIRALS,RIMANTADINE HCL,RIMANTADINE HCL,RIMANTADINE HCL : RIMANTADINE HCL,886,436,1801,200413
"GENITO-URINARY AGENTS,OTHER",RIMSO-50,DIMETHYL SULFOXIDE,RIMSO-50 : DIMETHYL SULFOXIDE,374,266,1188,196031
CRYSTALLOIDS FLUIDS,RINGERS INJECTION,RINGERS SOLUTION,RINGERS INJECTION : RINGERS SOLUTION,20,18,45,630
"ORAL HYPOGLYCEMIC AGENTS,ORAL",RIOMET,METFORMIN HCL,RIOMET : METFORMIN HCL,1226,1303,4183,768821
"ANTIPSYCHOTICS, 2ND GENERATION",RISPERDAL,RISPERIDONE,RISPERDAL : RISPERIDONE,2447,2787,16410,9851442
"ANTIPSYCHOTICS, 2ND GENERATION",RISPERDAL CONSTA,RISPERIDONE MICROSPHERES,RISPERDAL CONSTA : RISPERIDONE MICROSPHERES,33172,17701,357058,268116963
"ANTIPSYCHOTICS, 2ND GENERATION",RISPERDAL M-TAB,RISPERIDONE,RISPERDAL M-TAB : RISPERIDONE,247,285,1260,859404
"ANTIPSYCHOTICS, 2ND GENERATION",RISPERIDONE,RISPERIDONE,RISPERIDONE : RISPERIDONE,659061,177633,5042442,136804877
"ANTIPSYCHOTICS, 2ND GENERATION",RISPERIDONE ODT,RISPERIDONE,RISPERIDONE ODT : RISPERIDONE,10987,9720,50120,9515488
AMPHETAMINE LIKE STIMULANTS,RITALIN,METHYLPHENIDATE HCL,RITALIN : METHYLPHENIDATE HCL,1689,2024,7784,1050864
AMPHETAMINE LIKE STIMULANTS,RITALIN LA,METHYLPHENIDATE HCL,RITALIN LA : METHYLPHENIDATE HCL,1295,1594,5566,1509917
AMPHETAMINE LIKE STIMULANTS,RITALIN-SR,METHYLPHENIDATE HCL,RITALIN-SR : METHYLPHENIDATE HCL,322,407,1359,222074
"ANTINEOPLASTIC,OTHER",RITUXAN,RITUXIMAB,RITUXAN : RITUXIMAB,1326,646,3774,30301487
"CNS MEDICATIONS,OTHER",RIVASTIGMINE,RIVASTIGMINE TARTRATE,RIVASTIGMINE : RIVASTIGMINE TARTRATE,51762,36189,333686,54729265
ANTIMIGRAINE AGENTS,RIZATRIPTAN,RIZATRIPTAN BENZOATE,RIZATRIPTAN : RIZATRIPTAN BENZOATE,57804,45943,190794,30406826
SKELETAL MUSCLE RELAXANTS,ROBAXIN,METHOCARBAMOL,ROBAXIN : METHOCARBAMOL,91,95,229,94593
SKELETAL MUSCLE RELAXANTS,ROBAXIN-750,METHOCARBAMOL,ROBAXIN-750 : METHOCARBAMOL,148,171,452,124375
PARASYMPATHOLYTICS,ROBINUL,GLYCOPYRROLATE,ROBINUL : GLYCOPYRROLATE,50,46,124,30789
PARASYMPATHOLYTICS,ROBINUL FORTE,GLYCOPYRROLATE,ROBINUL FORTE : GLYCOPYRROLATE,25,27,114,76188
CALCITRIOL,ROCALTROL,CALCITRIOL,ROCALTROL : CALCITRIOL,6705,2150,19368,872303
"ANTIBIOTICS, PENICILLIN/CEPHALOSPORIN 4TH GENERATION",CEFEPIME-DEXTROSE,CEFEPIME HCL/D5W,CEFEPIME-DEXTROSE : CEFEPIME HCL/D5W,61,55,107,25699
NEUROMUSCULAR BLOCKING AGENTS,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE : ROCURONIUM BROMIDE,11,NaN,11,127
ANTIPARKINSON AGENTS,ROPINIROLE HCL,ROPINIROLE HCL,ROPINIROLE HCL : ROPINIROLE HCL,455320,166167,2679915,111484160
"ANTIBIOTICS, NITROIMIDAZOLE",ROSADAN,METRONIDAZOLE,ROSADAN : METRONIDAZOLE,222,159,268,39788
"ANTIBIOTICS, NITROIMIDAZOLE/TOPICAL",ROSADAN,METRONIDAZOLE/SKIN CLEANSR #23,ROSADAN : METRONIDAZOLE/SKIN CLEANSR #23,64,50,78,18170
"ANTI-INFLAMMATORIES,RECTAL",ROWASA,MESALAMINE W/CLEANSING WIPES,ROWASA : MESALAMINE W/CLEANSING WIPES,82,87,188,239062
OPIOID ANALGESICS,ROXICET,OXYCODONE HCL/ACETAMINOPHEN,ROXICET : OXYCODONE HCL/ACETAMINOPHEN,122478,78961,184435,2412677
OPIOID ANALGESICS,ROXICODONE,OXYCODONE HCL,ROXICODONE : OXYCODONE HCL,786,864,3883,2030120
SEDATIVES/HYPONTICS,ROZEREM,RAMELTEON,ROZEREM : RAMELTEON,21913,18449,79196,16855421
OPIOID ANALGESICS,RYBIX ODT,TRAMADOL HCL,RYBIX ODT : TRAMADOL HCL,385,376,618,137377
ANTIARRHYTHMICS,RYTHMOL,PROPAFENONE HCL,RYTHMOL : PROPAFENONE HCL,192,217,1088,580321
ANTIARRHYTHMICS,RYTHMOL SR,PROPAFENONE HCL,RYTHMOL SR : PROPAFENONE HCL,1689,1714,9328,5817515
OPIOID ANALGESICS,RYZOLT,TRAMADOL HCL,RYZOLT : TRAMADOL HCL,12,12,36,8024
ANTICONVULSANTS,SABRIL,VIGABATRIN,SABRIL : VIGABATRIN,176,123,1471,12897929
MEDICAL SUPPLY,SAFETYGLIDE INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3ML","SAFETYGLIDE INSULIN SYRINGE : SYRING W-NDL,DISP,INSUL,0.3ML",913,842,2846,128032
MEDICAL SUPPLY,SAFETYGLIDE INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5ML","SAFETYGLIDE INSULIN SYRINGE : SYRING W-NDL,DISP,INSUL,0.5ML",525,468,1604,71884
MEDICAL SUPPLY,SAFETYGLIDE SYRINGE,"SYRINGE & NEEDLE,INSULIN,1 ML","SAFETYGLIDE SYRINGE : SYRINGE & NEEDLE,INSULIN,1 ML",12,11,16,244
CONTRACEPTIVES/WOMANS HEALTH ,SAFYRAL,DROSPIR/ETH ESTRA/LEVOMEFOL CA,SAFYRAL : DROSPIR/ETH ESTRA/LEVOMEFOL CA,35,38,123,12607
ANTERIOR PITUITARY,SAIZEN,SOMATROPIN,SAIZEN : SOMATROPIN,142,125,845,1738806
PHARMACEUTICAL AIDS/REAGENTS,SALACYN,SALICYLIC ACID,SALACYN : SALICYLIC ACID,90,86,138,5086
PARASYMPATHOMIMETICS (CHOLINERGICS),SALAGEN,PILOCARPINE HCL,SALAGEN : PILOCARPINE HCL,128,136,458,112480
"KERATOLYTICS/CAUSTICS,TOPICAL",SALEX,SALICYLIC ACID,SALEX : SALICYLIC ACID,105,104,179,31835
"KERATOLYTICS/CAUSTICS,TOPICAL",SALEX,SALICYLIC ACID/CERAMIDE CMB #1,SALEX : SALICYLIC ACID/CERAMIDE CMB #1,44,43,59,25013
PHARMACEUTICAL AIDS/REAGENTS,SALICYLIC ACID,SALICYLIC ACID,SALICYLIC ACID : SALICYLIC ACID,1844,1442,3229,185611
PHARMACEUTICAL AIDS/REAGENTS,SALICYLIC ACID,SALICYLIC ACID/CERAMIDE CMB #1,SALICYLIC ACID : SALICYLIC ACID/CERAMIDE CMB #1,57,57,83,11931
"SALICYLATES,ANTIRHEUMATIC",SALSALATE,SALSALATE,SALSALATE : SALSALATE,13852,8984,47948,2573479
"KERATOLYTICS/CAUSTICS,TOPICAL",SALVAX,SALICYLIC ACID,SALVAX : SALICYLIC ACID,35,34,47,11154
"HORMONES/SYNTHETICS/MODIFIERS,OTHER",SAMSCA,TOLVAPTAN,SAMSCA : TOLVAPTAN,1170,1353,5243,35427309
"ANTISPASMODICS,URINARY",SANCTURA,TROSPIUM CHLORIDE,SANCTURA : TROSPIUM CHLORIDE,409,431,1586,304951
"ANTISPASMODICS,URINARY",SANCTURA XR,TROSPIUM CHLORIDE,SANCTURA XR : TROSPIUM CHLORIDE,5604,4817,22502,5064912
ANTIEMETICS,SANCUSO,GRANISETRON,SANCUSO : GRANISETRON,2838,1680,7383,7235816
IMMUNE SUPPRESSANTS,SANDIMMUNE,CYCLOSPORINE,SANDIMMUNE : CYCLOSPORINE,609,664,3386,1873430
ANTIDIARRHEAL AGENTS,SANDOSTATIN,OCTREOTIDE ACETATE,SANDOSTATIN : OCTREOTIDE ACETATE,113,122,414,1204587
ANTIDIARRHEAL AGENTS,SANDOSTATIN LAR,OCTREOTIDE ACETATE,SANDOSTATIN LAR : OCTREOTIDE ACETATE,1278,1327,8585,35194227
"DERMATOLOGICALS,TOPICAL OTHER",SANTYL,COLLAGENASE CLOSTRIDIUM HIST.,SANTYL : COLLAGENASE CLOSTRIDIUM HIST.,187380,63191,444471,105084556
"ANTIPSYCHOTICS, 2ND GENERATION",SAPHRIS,ASENAPINE MALEATE,SAPHRIS : ASENAPINE MALEATE,27825,15703,150443,81924769
ANTIDEPRESSANTS/SSRI,PAXIL CR,PAROXETINE HCL,PAXIL CR : PAROXETINE HCL,52,56,176,86697
ANTIDEPRESSANTS/SSRI,BRISDELLE,PAROXETINE MESYLATE,BRISDELLE : PAROXETINE MESYLATE,44915,32606,234329,43848080
ANTIVERTIGO AGENTS,SCOPOLAMINE HYDROBROMIDE,SCOPOLAMINE HYDROBROMIDE,SCOPOLAMINE HYDROBROMIDE : SCOPOLAMINE HYDROBROMIDE,13,12,21,2446
"VITAMIN COMBINATIONS,OTHER",SE-NATAL 19,PNV NO.118/IRON FUMARATE/FA,SE-NATAL 19 : PNV NO.118/IRON FUMARATE/FA,168,174,345,7287
"VITAMIN COMBINATIONS,OTHER",SE-NATAL 19,PNV119/IRON FUMARATE/FA/DSS,SE-NATAL 19 : PNV119/IRON FUMARATE/FA/DSS,989,978,2400,35867
"VITAMIN COMBINATIONS,OTHER",SE-TAN DHA,PNV NO10/IRON FUM&P/FA/OMEGA-3,SE-TAN DHA : PNV NO10/IRON FUM&P/FA/OMEGA-3,77,79,241,13654
"VITAMIN COMBINATIONS,OTHER",SE-TAN PLUS,IRON FUM&POLYSAC#1/FA/MV NO.18,SE-TAN PLUS : IRON FUM&POLYSAC#1/FA/MV NO.18,185,173,793,16222
CONTRACEPTIVES/WOMANS HEALTH ,SEASONALE,LEVONORGESTREL-ETH ESTRADIOL,SEASONALE : LEVONORGESTREL-ETH ESTRADIOL,20,20,23,5430
CONTRACEPTIVES/WOMANS HEALTH ,SEASONIQUE,L-NORGEST-ETH ESTR/ETHIN ESTRA,SEASONIQUE : L-NORGEST-ETH ESTR/ETHIN ESTRA,258,286,645,160113
BARBITURIC ACID DERIVATIVE SEDATIVES/HYPNOTICS,SECONAL SODIUM,SECOBARBITAL SODIUM,SECONAL SODIUM : SECOBARBITAL SODIUM,NaN,NaN,29,18073
BETA BLOCKERS/RELATED,SECTRAL,ACEBUTOLOL HCL,SECTRAL : ACEBUTOLOL HCL,107,122,534,168706
ANTIPARKINSON AGENTS,SELEGILINE HCL,SELEGILINE HCL,SELEGILINE HCL : SELEGILINE HCL,12973,8133,69435,8793702
SOAPS/SHAMPOOS/SOAP-FREE CLEANSERS,SELENIUM SULFIDE,SELENIUM SULFIDE,SELENIUM SULFIDE : SELENIUM SULFIDE,46039,28482,98515,1685794
ANTIVIRALS,SELZENTRY,MARAVIROC,SELZENTRY : MARAVIROC,3637,2420,32449,40932808
ANTIHISTAMINE/DECONGESTANT,SEMPREX-D,PSEUDOEPHEDRINE HCL/ACRIVAS,SEMPREX-D : PSEUDOEPHEDRINE HCL/ACRIVAS,1253,934,3377,812127
"HORMONES/SYNTHETICS/MODIFIERS,OTHER",SENSIPAR,CINACALCET HCL,SENSIPAR : CINACALCET HCL,117921,33190,737686,610744298
"LOCAL ANESTHETICS,INJECTION",SENSORCAINE,BUPIVACAINE HCL,SENSORCAINE : BUPIVACAINE HCL,21,14,29,2424
"LOCAL ANESTHETICS,INJECTION",SENSORCAINE-MPF,BUPIVACAINE HCL/PF,SENSORCAINE-MPF : BUPIVACAINE HCL/PF,48,39,75,3087
"ANTIBIOTICS, SULFONAMIDE/RELATED ",SEPTRA DS,SULFAMETHOXAZOLE/TRIMETHOPRIM,SEPTRA DS : SULFAMETHOXAZOLE/TRIMETHOPRIM,NaN,NaN,13,134
"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",SEREVENT DISKUS,SALMETEROL XINAFOATE,SEREVENT DISKUS : SALMETEROL XINAFOATE,34524,28775,151754,40345111
"ANTIBIOTICS, ANTITUBERCULARS",SEROMYCIN,CYCLOSERINE,SEROMYCIN : CYCLOSERINE,26,27,68,19131
"ANTIPSYCHOTICS, 2ND GENERATION",SEROQUEL,QUETIAPINE FUMARATE,SEROQUEL : QUETIAPINE FUMARATE,13903,13289,67320,37886173
"ANTIPSYCHOTICS, 2ND GENERATION",SEROQUEL XR,QUETIAPINE FUMARATE,SEROQUEL XR : QUETIAPINE FUMARATE,143622,64604,999405,543152278
ANTERIOR PITUITARY,SEROSTIM,SOMATROPIN,SEROSTIM : SOMATROPIN,717,412,5533,51387506
ANTIDEPRESSANTS/SSRI,PEXEVA,PAROXETINE MESYLATE,PEXEVA : PAROXETINE MESYLATE,1885819,326077,11059762,138100069
"VITAMIN COMBINATIONS,OTHER",SETONET,PNV54/IRON B-G HCL-P/FA/OMEGA3,SETONET : PNV54/IRON B-G HCL-P/FA/OMEGA3,NaN,NaN,21,629
"VITAMIN COMBINATIONS,OTHER",SETONET-EC,PNV55/IRON BG HC&SUCC#2/FA/OM3,SETONET-EC : PNV55/IRON BG HC&SUCC#2/FA/OM3,NaN,NaN,20,674
FLUORIDE,SF,SODIUM FLUORIDE,SF : SODIUM FLUORIDE,12286,8361,24168,220675
FLUORIDE,SF 5000 PLUS,SODIUM FLUORIDE,SF 5000 PLUS : SODIUM FLUORIDE,54043,28641,104938,963032
"GASTRIC MEDICATIONS,OTHER",AZULFIDINE,SULFASALAZINE,AZULFIDINE : SULFASALAZINE,352,358,1507,250652
"VITAMIN COMBINATIONS,OTHER",SIDEROL,IRON/LIVER EXT/VIT BCOMP&C/MIN,SIDEROL : IRON/LIVER EXT/VIT BCOMP&C/MIN,NaN,NaN,15,537
"HORMONES/SYNTHETICS/MODIFIERS,OTHER",SIGNIFOR,PASIREOTIDE DIASPARTATE,SIGNIFOR : PASIREOTIDE DIASPARTATE,23,21,68,1086560
"GENITO-URINARY AGENTS,OTHER",SILDENAFIL,SILDENAFIL CITRATE,SILDENAFIL : SILDENAFIL CITRATE,14889,12303,76521,46827930
ANTIDEPRESSANTS / TCA,SILENOR,DOXEPIN HCL,SILENOR : DOXEPIN HCL,4410,3749,12859,2563909
"ANTIBACTERIAL,TOPICAL",SILVADENE,SILVER SULFADIAZINE,SILVADENE : SILVER SULFADIAZINE,3347,2976,4172,113708
PHARMACEUTICAL AIDS/REAGENTS,SILVER NITRATE,SILVER NITRATE,SILVER NITRATE : SILVER NITRATE,31,22,36,798
PHARMACEUTICAL AIDS/REAGENTS,SILVER NITRATE APPLICATOR,SILVER NITRATE APPLICATOR,SILVER NITRATE APPLICATOR : SILVER NITRATE APPLICATOR,29,29,30,549
"ANTIBACTERIAL,TOPICAL",SILVER SULFADIAZINE,SILVER SULFADIAZINE,SILVER SULFADIAZINE : SILVER SULFADIAZINE,255760,110010,422451,9178499
"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC",SIMBRINZA,BRINZOLAMIDE/BRIMONID TART,SIMBRINZA : BRINZOLAMIDE/BRIMONID TART,10046,5135,18257,1942684
ANTILIPEMIC AGENTS/STATIN,SIMCOR,NIACIN/SIMVASTATIN,SIMCOR : NIACIN/SIMVASTATIN,15071,12191,74594," $18,083,521.00 "
"ANTIRHEUMATICS,OTHER",SIMPONI,GOLIMUMAB,SIMPONI : GOLIMUMAB,3874,2329,23884,69430205
"ANTIRHEUMATICS,OTHER",SIMPONI ARIA,GOLIMUMAB,SIMPONI ARIA : GOLIMUMAB,37,31,65,314107
ANTILIPEMIC AGENTS/STATIN,SIMVASTATIN,SIMVASTATIN,SIMVASTATIN : SIMVASTATIN,7030295,399127,36746410," $433,687,284.00 "
ANTIPARKINSON AGENTS,SINEMET 10-100,CARBIDOPA/LEVODOPA,SINEMET 10-100 : CARBIDOPA/LEVODOPA,50,56,214,34361
ANTIPARKINSON AGENTS,SINEMET 25-100,CARBIDOPA/LEVODOPA,SINEMET 25-100 : CARBIDOPA/LEVODOPA,1190,1201,6427,1530838
ANTIPARKINSON AGENTS,SINEMET 25-250,CARBIDOPA/LEVODOPA,SINEMET 25-250 : CARBIDOPA/LEVODOPA,160,181,892,178706
ANTIPARKINSON AGENTS,SINEMET CR,CARBIDOPA/LEVODOPA,SINEMET CR : CARBIDOPA/LEVODOPA,709,718,3620,901575
MEDICAL SUPPLY,SINGLE USE SWAB,ALCOHOL ANTISEPTIC PADS,SINGLE USE SWAB : ALCOHOL ANTISEPTIC PADS,88959,43166,250096,990797
"ANTIASTHMA,OTHER",SINGULAIR,MONTELUKAST SODIUM,SINGULAIR : MONTELUKAST SODIUM,40907,32628,160221,35164689
"ANTIBIOTICS, ANTITUBERCULARS",SIRTURO,BEDAQUILINE FUMARATE,SIRTURO : BEDAQUILINE FUMARATE,NaN,NaN,11,64955
SKELETAL MUSCLE RELAXANTS,SKELAXIN,METAXALONE,SKELAXIN : METAXALONE,3668,3670,7908,3549488
ANTHELMINTICS,SKLICE,IVERMECTIN,SKLICE : IVERMECTIN,288,273,365,106512
PHARMACEUTICAL AIDS/REAGENTS,SOD FERRIC GLUCONATE COMPLEX,SODIUM FERRIC GLUCONAT/SUCROSE,SOD FERRIC GLUCONATE COMPLEX : SODIUM FERRIC GLUCONAT/SUCROSE,NaN,NaN,22,4102
SODIUM,SODIUM ACETATE,SODIUM ACETATE,SODIUM ACETATE : SODIUM ACETATE,19,20,168,2901
BICARBONATES,SODIUM BICARBONATE,SODIUM BICARBONATE,SODIUM BICARBONATE : SODIUM BICARBONATE,2838,2406,14541,476546
SODIUM,SODIUM CHLORIDE,0.9 % SODIUM CHLORIDE,SODIUM CHLORIDE : 0.9 % SODIUM CHLORIDE,72687,29041,193775,3800222
MISCELLANEOUS AGENTS,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE : SODIUM CHLORIDE,139,143,624,18740
SODIUM,SODIUM CHLORIDE,SODIUM CHLORIDE 0.45 %,SODIUM CHLORIDE : SODIUM CHLORIDE 0.45 %,14369,6553,29272,330687
SODIUM,SODIUM CHLORIDE,SODIUM CHLORIDE 3 %,SODIUM CHLORIDE : SODIUM CHLORIDE 3 %,31,30,70,2008
SODIUM,SODIUM CHLORIDE,SODIUM CHLORIDE 5 %,SODIUM CHLORIDE : SODIUM CHLORIDE 5 %,NaN,NaN,11,25
SODIUM,SODIUM CHLORIDE,SODIUM CHLORIDE FOR INHALATION,SODIUM CHLORIDE : SODIUM CHLORIDE FOR INHALATION,1260,749,3590,116151
SODIUM,SODIUM CHLORIDE,SODIUM CHLORIDE IRRIG SOLUTION,SODIUM CHLORIDE : SODIUM CHLORIDE IRRIG SOLUTION,48530,28329,117988,1205131
CITRATES,SODIUM CITRATE & CITRIC ACID,CITRIC ACID/SODIUM CITRATE,SODIUM CITRATE & CITRIC ACID : CITRIC ACID/SODIUM CITRATE,812,638,2797,82481
LOOP DIURETICS,SODIUM EDECRIN,ETHACRYNATE SODIUM,SODIUM EDECRIN : ETHACRYNATE SODIUM,NaN,NaN,22,48507
